id,date,author,quote
462,2018-12-12,Serge,"""Oh, friends, have we done it!? It's another happy day!"""
463,2018-12-12,"Serge, with his soul crushed","""Noooooooooooooooooooo!"""
464,2018-12-12,Serge,"""Our opponent is...some other thing."""
465,2018-12-12,Serge,"""If it's got wings and it caws, it's a bird."""
466,2018-12-12,"Serge, immediately before being wrecked","""How wrecked are we? Enh, we have outs."""
467,2018-12-12,Serge,"""Murder!? Rude."""
468,2018-12-13,Serge,"""Yes Past Serge! Yes!"""
469,2018-12-13,Serge,"""We have a fall command already. We don't need the sassplan to also sass me for falling!"""
470,2018-12-13,Serge,"""It will send me into the shadow realm of tasty joy."""
471,2018-12-14,Serge,"""I'm going to assume that I'm the problem."""
472,2018-12-14,Serge,"""Did Ben leave me? Oh. Ben left me. I'm SO ALONE."""
473,2018-12-14,Serge,"""Where'd my Chinese war sword go!?"""
474,2018-12-14,Serge,"""Where's the tender spot on robots?"""
475,2018-12-14,Serge,"""Ow! I'm in the toilet water!"""
477,2018-12-14,Serge,"""I might be the worst, but I'm still alive..."""
478,2018-12-14,Serge,"""Rome wasn't levelled up in a day. Rome had to grind just like everybody else!"""
481,2018-12-14,Serge,"""Booze, do you give me strength!?"""
484,2018-12-15,Serge,"""Bird noises! Caaaw!"""
485,2018-12-17,"Serge, giving a tour of a murder farm that involves at least two separate exploits","""That's probably a bug."""
486,2018-12-17,Serge,"""Oh. That's good coffee. That's *really* good coffee. Dang."""
487,2018-12-17,Serge,"""Cheeseburger what should I do?"""
488,2018-12-17,Serge,"""Why's everything gotta be a weird sex thing with y'all?"""
489,2018-12-17,Serge,"""What's the one that has the Oh face?"""
490,2018-12-17,Serge,"""I'm going to, for the first time in my life, reduce scope *myself*."""
491,2018-12-17,Serge,"""Henh. I said 'backside.'"""
492,2018-12-17,Serge,"""Surprise! I'm secretly a child."""
493,2018-12-18,Serge,"""Thank you Past Serge! Always looking out for Future Serge."""
494,2018-12-18,Serge,"""Hi doggos! Wow!"""
495,2018-12-18,Serge,"""You know just making ourselves a big ecological disaster."""
496,2018-12-18,Serge,"""I can't remember where our base i-- llamas! Baby llama!"""
497,2018-12-19,Serge,"""Dead weight? Dead weight. Dead weight... the second? Dead weight the Second. Dead weight the THIRD? DEAD WEIGHT THE THIRD."""
498,2018-12-19,Serge,"""Shock! Shock! Shock! Shock! Shock! Shock! Shock! Shock! Bacon?"""
499,2018-12-19,Serge,"""I need to go, like, stress pee."""
500,2018-12-20,Serge,"""What are you talking about, Ravynn? It's ME! I don't fall more than ONCE."""
501,2018-12-20,Serge,"""In honour of our mod, our storage system will be protected by Drunk Uno."""
502,2018-12-20,Serge,"""Jo that's too much wood"""
503,2018-12-20,Serge,"""Hello and welcome to The Colour Green!"""
505,2018-12-20,Serge,"""I didn't want to *just* murder them!"""
506,2018-12-21,Serge,"""Serge 'Roomba Whiskers' Yager."""
507,2019-01-01,"Serge, 2 hours in on","""That was my first fall! That was my first fall of 2019."""
508,2019-01-01,Serge,"""Let the darkness exist behind it."""
509,2019-01-02,"Serge, of his new CPU","""Stab it with the knife!"""
511,2019-01-02,Serge,"""James is the smart one."""
513,2019-01-03,Serge,"""Look at how smoothly these little pig friends are running to their death."""
514,2019-01-03,Serge,"""Wait... I should do some counting before we do this..."""
515,2019-01-03,Serge,"""I don't need to count!"""
516,2019-01-03,Serge,"""5 Blocks!? That's not what I signed up for!"""
517,2019-01-03,Serge,"""When I started to fall, I just closed my eyes."""
518,2019-01-03,"Serge, while starting fires","""Oh, this feels so good!"""
519,2019-01-03,Serge,"""I can't believe I hit a tree..."""
520,2019-01-03,Serge,"""Knock knock! Open up the door, it's Serge!"""
521,2019-01-03,Serge,"""Well dang. You make me sound like some sort of... murder... thing."""
522,2019-01-03,Serge,"""Remember! Sonic the Hedgehog. Got to go fast!"""
523,2019-01-03,Serge,"""Everyone in Victoria knows that they call me Serge 'Good Pants' Yager."""
524,2019-01-03,Serge,"""Oh god! Oh Foxmar's here and it's so loud!"""
525,2019-01-03,Serge,"""The secret tech: get naked."""
526,2019-01-03,Serge,"""Do you not love Science? This is for Science!"""
527,2019-01-03,Serge,"""Everyone's telling me to go big. Guess we're going big!"""
528,2019-01-03,Serge,"""Beacons are my one true love."""
529,2019-01-03,Serge,"""I probaby have a bunch of these already. But... let's make more."""
531,2019-01-03,"Serge, with universally good advice","""Let's eat chocolate and think about our lives."""
532,2019-01-03,Serge,"""Everybody say it together: 'Off by how many?'"""
533,2019-01-04,Serge,"""Look how handsome I am."""
538,2019-01-04,Serge,"""I had a second coffee and now my life is so much better."""
540,2019-01-04,Serge,"""How am I *always* the worst, chat!?"""
541,2019-01-04,Serge,"""It looks awfully cozy in here... ah, no, it's fire!"""
542,2019-01-07,Serge,"""I am confused and perhaps a little bit concerned."""
543,2019-01-07,Serge,"""Yeah! Serge ""Peasent"" Yager! Now THAT'S a GOOD nickname!"""
544,2019-01-07,Serge,"""I never thought to make the project *smaller*..."""
545,2019-01-07,Serge,"""One. Two. Three. Four. No! Nooo!"""
551,2019-01-08,Serge,"""I didn't pull it off, but my heart was in the right place."""
552,2019-01-08,Serge,"""Ow. Right. Fire is hot. I learned that when watching The Fifth Element."""
553,2019-01-08,Serge,"""I gave you life, and now I take it away!"""
554,2019-01-08,Serge,"""I *think* that's enough space between the tree and the fire..."""
555,2019-01-08,Serge,"""Oh, right, the murder hole! Of course!"""
556,2019-01-08,Serge,"""It's full of turtles! I'm so confused! Why is it full of turtles!?"""
557,2019-01-08,Serge,"""I've always been told I don't meme right."""
559,2019-01-09,Serge,"""I didn't count... did you?"""
560,2018-01-09,Serge,"""Well, we'll only make that mistake ONCE."""
561,2019-01-09,Serge,"""Alright, our new plan to win. Don't pitch the rare on turn 3."""
562,2019-01-09,Serge,"""Our opponent is now shields down because they think we're an idiot. Thank goodness!"""
563,2019-01-09,Serge,"""Am I going to need to eat this stupid bird?"""
564,2019-01-10,Serge,"""Time to request another villager and hope it's not a baby."""
565,2019-01-10,Serge,"""Hey, old habits something something."""
566,2019-01-10,Serge,"""I have a dedicated Smash zone Serifina."""
567,2019-01-10,"Serge, describing a device to make a huge show of flinging villagers into a giant, conspicuous volcano","""That's pretty subtle"""
568,2019-01-10,Serge,"""Who knew the trick was just hide it with fire."""
570,2019-01-14,Serge,"""They're being body blocked by the baboes."""
572,2019-01-14,Serge,"""We might have wall babies."""
573,2019-01-14,Serge,"""I hope you're ready for the biggest brain moment ever. I'm in a WALL!"""
575,2018-01-14,Serge,"""I love that we collected all the materials before we counted. But you know, it wouldn't be a Serge dream if it just worked."""
576,2019-01-14,Serge,"""Remember, just say no to wall zombies."""
577,2019-01-14,Serge,"""As a result of my hubris, I fell into my own murder machine."""
578,2019-01-14,Serge,"""That's my favorite type of work, the kind I don't have to do!"""
579,2018-01-14,Serge,"""McDonald's is the best coffee in Victoria."""
580,2019-01-15,Serge,"""Chat I lost my stuff..."""
581,2019-01-15,Serge,"""*Now* we're cookin' with dirt!"""
582,2019-01-15,Serge,"""Just get brown."""
583,2019-01-16,"Serge, on the road to definitely not getting there","""We'll get there."""
584,2019-01-22,Serge,"""Delicious, delicious James Turner coffee."""
585,2019-01-22,Serge,"""That's looking like a good little hill friend there."""
586,2019-01-22,Serge,"""No scope creep! No scope creep! ♫ Two young loveeers... ♫"""
587,2019-01-22,"Serge, wounded by an EJGRgunner pun","""You may begin the booing."""
588,2019-01-22,Serge,"""I need an empty shulker box to put my life into."""
589,2019-01-22,Serge,"""I was SHOCKED and BETRAYED, JoeKim!"""
590,2019-01-23,Serge,"""Now that we have ice cream, things just get better and better!"""
591,2019-01-24,Serge,"""Okay, friends, let's burn everything. Good, good, good."""
593,2019-01-24,Serge,"""It doesn't matter that this room isn't super pretty."""
594,2019-01-24,Serge,"""I like TQ a bunch."""
595,2019-01-24,Serge,"""Help me! Scope creep! It's happening!"""
596,2019-01-24,Serge,"""That was a *celebratory* 'oops.'"""
597,2019-01-24,Serge,"""That's right I just said samey wall face, don't @ me!"""
598,2019-01-24,Serge,"""That's on fire. That's on fire. *I'm* on fire..."""
599,2019-01-24,Serge,"""Stop standing in the fire Serge!"""
600,2019-01-24,Serge,"""I'm sorry TQ we're killing more coral."""
601,2018-01-25,Serge,"""I'm just an INNOCENT little Cannibal!"""
606,2019-01-28,"Serge, beating a sheep to death with a book","""It didn't have to be this way, sheep."""
607,2019-01-28,Serge,"""I'm sorry I judged you, pig, you're beautiful."""
608,2019-01-28,Serge,"""Good news: We're back in the murderhole."""
609,2019-01-28,Serge,"""You have exactly 112 durability till icecream"""
610,2019-01-28,Serge,"""Are you wearing pants, or is that just your skin?"""
611,2019-01-29,Serge,"""Pardon me, I'm a peasant."""
612,2019-01-29,Serge,"""Oooooh... it looks like it's drinking blood..."""
614,2019-01-30,Serge,"""Lean on the power of your orbs."""
615,2019-01-30,"Serge, getting goofed up","""The math was wrooooong!"""
616,2019-01-30,Serge,"""I like the doughnut."""
617,2019-01-30,Serge,"""Can I kill you and eat you?"""
618,2019-01-30,Serge,"""I think I'm okay with becoming a vampire..."""
619,2019-01-30,Serge,"""I like to try to live the life of greed."""
620,2019-01-30,Serge,"""I don't blame chat, JoeKim; I blame you, personally."""
621,2019-01-30,Serge,"""Bad dog! You didn't save the hero!"""
622,2019-01-31,Serge,"""If we do logs, we can get this really nice log aesthetic."""
623,2019-01-31,Serge,"""Ugh... *more* diamonds..."""
624,2019-01-31,Serge,"""I use Creeperhost, because that's the first thing Uno said to me. #notasponsor"""
625,2019-01-31,Serge,"""This is the chicken that is looking for its lost dead lover."""
626,2019-01-31,Serge,"""If you play on a server with Uno, Never leave TNT lying around."""
628,2019-01-31,Serge,"""Leave only footsteps and the garbage."""
629,2019-02-01,Serge,"""Left to my own devices, I never fall."""
630,2019-02-01,Serge,"""I was born to fall."""
631,2019-02-01,Serge,"""I'm sure we're fine... let's just wing it!"""
633,2019-02-01,Serge,"""Who's the fool *now*!?"""
634,2019-02-01,Serge,"""This is yellow, which means I'm supposed to touch it."""
635,2019-02-01,Serge,"""Never listen to Bengineering."""
636,2019-02-01,Serge,"""Don't mind me as I just slowly slide into the sea..."""
637,2019-02-04,Serge,"""I live in a world of darkness now."""
638,2019-02-05,Serge,"""These are building stakes now."""
639,2019-02-05,Serge,"""Let the graceful popping of grass soothe your ears."""
640,2019-02-05,Serge,"""We created life, chat!"""
641,2019-02-15,Serge,"""Drink! Drink your precious blue fluid!"""
642,2019-02-05,Serge,"""Isn't it everytime we go left something terrible happens to us?"""
643,2019-02-05,Serge,"""Don't believe in the Sea."""
644,2019-02-06,Serge,"""Kitten Kitten Kitten...MEW MEW! ....What even is my LIFE?"""
645,2019-02-06,Serge,"""Everybody ready to get stabbed!?"""
646,2019-02-06,Serge,"""Wait - is that how math *works*!?"""
647,2019-02-07,Serge,"""Look at this adventure pig!"""
648,2019-02-07,Serge,"""Thank you for subscribing to Servo Facts."""
649,2019-02-07,Serge,"""Breaking News! TQ continues to be awesome! More news at 6!"""
650,2019-02-07,Serge,"""You're right chat, I should have never doubted you."""
651,2019-02-07,Serge,"""The sea will hide our shame."""
653,2019-02-08,Serge,"""I look like I eat people....which I do."""
654,2019-02-08,Serge,"""Note to self, don't kill the Patient....ADAM."""
659,2019-02-12,Serge,"""It's all about looking good, at the end of it all..."""
660,2019-02-12,"Serge, being convinced to creep scope","""I hate you so much Arclight. I hate you so much!"""
661,2019-02-12,Serge,"""Yo, Gunner, you around? THAT'S REVENGE."""
662,2019-02-12,Serge,"""Hold your applause; we're not done yet..."""
663,2019-02-12,"Serge, Convinced","""So with the Builder's Wand...it should go pretty fast!"""
664,2019-02-13,Serge,"""We now have unpleasant spirit poop"""
665,2019-02-13,"Serge, on being a consumer","""I kinda want to consume again"""
666,2019-02-14,Serge,"""I can't NOT eat this curry that just appeared in front of me!"""
667,2019-02-14,Serge,"""Skeleton, I choose you! OH GOD IT WORKED!"""
668,2019-02-14,Serge,"""Easy peasy lemon squeezin'"""
669,2019-02-14,Serge,"""Oh good I counted wrong."""
670,2019-02-14,Serge,"""Science is making me sad, here..."""
671,2019-02-14,Serge,"""What a beautiful-looking ecosystem... let's wreck it!"""
672,2019-02-14,Serge,"""I'm not *that* wrong, I beg your pardon!"""
673,2019-02-14,Serge,"""I could fight a bear!"""
674,2019-02-14,Serge,"""Bird noises! What a great song..."""
675,2019-02-14,Serge,"""You're not IMMEDIATELY hit by a tree."""
676,2019-02-14,Serge,"""I just want sandstone and not to destroy the environment."""
677,2019-02-14,Serge,"""Purge... purge... continue!"""
678,2019-02-15,Serge,"""I'm gonna put my butt on everything."""
679,2019-02-16,Serge,"""We don't need the people to worship us as a god-king."""
680,2019-02-16,Serge,"""Ooh, Catholicism!"""
682,2019-02-16,Serge,"""Alright, Uno's going to bed; it's time to crush London!"""
683,2019-02-16,Serge,"""Norway just has to DIE."""
684,2019-02-16,Serge,"""We have a religion, now!? How did *that* happen?"""
685,2019-02-16,Serge,"""The destruction of London can wait."""
686,2019-02-16,Serge,"""Ooh, the *monarchy*!"""
687,2019-02-16,Serge,"""I just lied to a man."""
688,2019-02-16,Serge,"""God, how many times am I going to have to listen to O Canada?"""
689,2019-02-17,Serge,"""Montreal, you're not *that* important."""
690,2019-02-18,Serge,"""It rotates!? Oh no!"""
691,2019-02-18,Serge,"""Good, good, good. BAD BAD BAD!"""
692,2019-02-18,Serge,"""Nutmeg is *back*! Let's go!"""
693,2019-02-18,Serge,"""Blame Serifina doesn't quite have the same mouthfeel as Blame James."""
694,2019-02-19,Serge,"""I am no longer panicking, alone in the dark."""
695,2019-02-19,Serge,"""I will smooth up to full"""
696,2019-02-19,Serge,"""Jo played some pretty hardcore Pokemon."""
697,2019-02-19,Serge,"""Something that my mods can keep track of and sass me on? Of COURSE there's a wandoops command."""
698,2019-02-20,Serge,"""Alright...well. New plan. HIDE THE PROBLEM."""
699,2019-02-20,Serge,"""I did the Canadian thing of I went into a conversation angry and now we're Best Friends and have exchanged embassies."""
700,2019-02-26,Serge,"""Shapes are hard."""
701,2019-02-26,Serge,"""Through the literal mountain, secret, secret, secret, tunn-- GAH DIORITE!"""
702,2019-02-26,Serge,"""I'm sorry chat... I shouldn't have lied to you."""
704,2019-02-27,Serge,"""You don't threaten *me* with peace!"""
705,2019-02-27,Serge,"""Wooow... sucks to be Cardiff!"""
706,2019-02-27,Serge,"""Espresso! Give them a Fatty Sprodawg! ...Is a sentence I just uttered"""
708,2019-02-28,Serge,"""Nooo! Tornadoes! This is terrible news!"""
709,2019-02-28,Serge,"""I can turn my brain into French mode, and it's just silent."""
710,2019-02-28,Serge,"""We have caused a World War...I don't know how to feel about this..."""
711,2019-02-28,Serge,"""To war, my dudes, to war!"""
712,2019-02-28,Serge,"""Look at these butts."""
713,2019-02-28,Serge,"""I will stop being sea poo as soon as this world is mine."""
714,2019-02-28,Serge,"""Everyone wants our copy of Frankenstein, to which I say NAY!"""
715,2019-03-01,Serge,"""Stop hitting Serge!"""
716,2019-03-01,Serge,"""JACUZZI OF GODHOOD!"""
717,2019-03-01,Serge,"""If I get hungry, I eat people."""
718,2019-03-01,Serge,"""There's so much lore... just ready to be eaten!"""
719,2019-03-01,Serge,"""You know what? If we all die, that... that happens."""
720,2019-03-01,Serge,"""Finally! A fight we can win!"""
722,2019-03-01,Serge,"""Using magic to steal that was the best move of our life"""
724,2019-03-01,Serge,"""Aw, buckets"""
725,2019-03-03,Serge,"""Me saying I knew how to do this was, in fact, a lie."""
726,2019-03-03,Serge,"""In this server, we drain the nether."""
727,2019-03-03,Serge,"""Oh, good, I'm stuck in a spider web."""
728,2019-03-03,Serge,"""Presto change-o... dirt begone!"""
729,2019-03-04,Serge,"""When you try and do a bit and almost die."""
730,2019-03-04,Serge,"""Oh hey. That's a new quote. That's a very good quote!"""
731,2019-03-04,Serge,"""My only enemy: a giant ball of fire in the sky."""
732,2019-03-05,Serge,"""Modded is DUMB."""
734,2019-03-05,Serge,"""GOD I hate you SO MUCH SUFFIX, I HATE YOU SO MUCH. WHY IS IT ALL DIORITE?!"""
735,2019-03-05,Serge,"""I don't hate this. And I HATE that I don't hate this!"""
737,2019-03-05,Serge,"""James will fix this for us."""
738,2019-03-05,Serge,"""Apparently I have to look down upon them."""
739,2019-03-05,Serge,"""Hi! AH NO IT BURNS!"""
740,2019-03-05,Serge,"""I found your bees, they hurt."""
741,2019-03-05,Serge,"""So it turns out that chicken lied to us..."""
742,2019-03-05,Serge,"""Ooh, what are you? NO, ANGRY DOGS!"""
743,2019-03-05,Serge,"""YOU THERE! Lie chicken!"""
744,2019-03-05,Serge,"""I have a lot of boxes."""
745,2019-03-05,Serge,"""Is all this lava a lie? Ow! Why am I on fire again!?"""
746,2019-03-05,Serge,"""*My* method is beautiful... and effective!"""
747,2019-03-06,Serge,"""Let's YOLO Hydra"""
748,2019-03-06,Serge,"""We have to consume James first."""
749,2019-03-07,Serge,"""The person I'm most disappointed in is James."""
750,2019-03-07,Serge,"""I'm going to just get rid of another mountain, just another mountain.... *Deep internal screaming*"""
751,2019-03-07,Serge,"""Tremble before my might, mortals!"""
752,2019-03-07,Serge,"""If it's a word, why can't I pronnounce it? CHECKMATE.....God I'm an idiot sometimes."""
753,2019-03-07,Serge,"""I have a VERY unhealthy relationship with this Fried Chicken..."""
754,2019-03-08,Serge,"""Don't eat the raw fish butts!"""
755,2019-03-08,Serge,"""I'm Kevining, please hold."""
756,2019-03-08,Serge,"""At no point have I had to contemplate eating Ben!"""
758,2019-03-08,Serge,"""I love setting up future me for failure."""
759,2019-03-08,Serge,"""Wind is not tank treads."""
760,2019-03-09,Serge,"""Oh good! No, bad!"""
761,2019-03-09,Serge,"""You there! Become a battleship! Ca-caw!"""
762,2019-03-09,Serge,"""Where mah nukes at?"""
763,2019-03-09,Serge,"""I thought I punched you more than that."""
764,2019-03-11,Serge,"""I'm sure James and I won't make any mistakes."""
765,2019-03-11,Serge,"""This is fine... right?"""
766,2019-03-11,Serge,"""Oh no! Oh no! The baby's free!"""
767,2019-03-11,Serge,"""We have a jetpack; what's the *worst* that could happen?"""
769,2019-03-11,Serge,"""If modded has taught me anything it's that I don't have to manually do anything!"""
770,2019-03-12,Serge,"""NO! Don't you DARE walk into a Cactus, you damn cow!"""
771,2019-03-12,Serge,"""Wow, that squid is flying! You're magical! Good job, squid-friend!"""
772,2019-03-12,Serge,"""I fell into the blood. Hahaha!"""
773,2019-03-12,Serge,"""It's like the gift that keeps on giving, if the gift was pain!"""
774,2019-03-12,Serge,"""Math: 1 Chat: 0 Bam!"""
775,2019-03-12,Serge,"""Step one of any big project, of course, is to oops!"""
776,2019-03-12,Serge,"""Sometimes they're not *murder* machines..."""
777,2019-03-12,Serge,"""Just walk the snake backwards."""
778,2019-03-12,Serge,"""Good old granny Yager sure could walk a mean snake."""
779,2019-03-12,Serge,"""You are a hero wrench reminder!"""
780,2019-03-12,Serge,"""Have seventeen bees! You deserve it!"""
781,2019-03-12,Serge,"""I'm actually making things more beautiful chat."""
782,2019-03-12,Serge,"""Good old dependable lava! Why wouldn't we call it that if it wasn't dependable?"""
783,2019-03-13,Serge,"""'Is coffee a win-con?' It is here. It's the win-con to my heart."""
784,2019-03-13,Serge,"""That is some of the worst flooding I've ever seen. That's incredible!"""
785,2019-03-13,Serge,"""Let's get this iron, it should give us a big old-- *squeak*"""
786,2019-03-13,Serge,"""It's tough, but I do love money"""
787,2019-03-13,Serge,"""Ooh, friendship! Oh wait, no, that's shade"""
788,2019-03-13,Serge,"""Who are we, if not the coffee people?"""
789,2019-03-14,Serge,"""It looks like it's not level... because it's not."""
790,2019-03-14,Serge,"""Can I just run about and collect acorns!?"""
791,2019-03-14,Serge,"""Apparently a tree is only a tree if it has leaves."""
792,2019-03-14,Serge,"""I need to get a couple blocks here to think about my life."""
794,2019-03-15,Serge,"""It's called raft. It's not called 'not-raft'"""
796,2019-03-18,Serge,"""We are halfway dead!"""
797,2019-03-18,Serge,"""I'm going down the blood tunnel."""
798,2019-03-18,Serge,"""All that matters is that Chat is happy."""
800,2019-03-18,Serge,"""It's so unnecessarily wasteful! But it's *so* good looking!"""
801,2019-03-19,Serge,"""Wow! That barely used any tubes at all!"""
802,2019-03-19,"Serge, upon seeing Fugi","""Aee-agck!"""
803,2019-03-19,Serge,"""Get all full of stabby bits."""
804,2019-03-19,Serge,"""When has Suffix ever led us astray?"""
805,2019-03-19,Serge,"""Wait... are there shuriken everywhere!?"""
806,2019-03-19,Serge,"""Is *Suffix* the reason there's fire everywhere?"""
807,2019-03-19,Serge,"""You taught me this, chat, and I didn't forget it! *squeak*"""
808,2019-03-19,Serge,"""Precious chest goo."""
809,2019-03-19,Serge,"""I *do* like connective tissues..."""
810,2019-03-19,Serge,"""I say no butts to you"""
811,2019-03-20,Serge,"""Is it just me, or does Sid Meier sing like an angel?"""
812,2019-03-20,Serge,"""What the? *Where* is Spain!?"""
813,2019-03-20,Serge,"""I don't care about the PAST, Chat. I want it GONE."""
814,2019-03-20,Serge,"""I care less about the planet than I care about myself"""
815,2019-03-21,Serge,"""I'm only going to the end, how scary could it be?"""
816,2019-03-21,Serge,"""Two plus two is... yikes."""
817,2019-03-21,Serge,"""I don't care about pants."""
818,2019-03-21,Serge,"""Am I going to get attacked by bees? No bees!"""
819,2019-03-21,Serge,"""We can always cheat later right?"""
820,2019-03-21,Serge,"""I'm trying my best to make as few explosions here as possible..."""
821,2019-03-21,Serge,"""I remember this from earlier... this is when everything *caught on fire*..."""
823,2019-03-21,Serge,"""Okay. I'm going to fill this with tears."""
824,2019-03-21,Serge,"""Why would you make a maze full of spiders?"""
825,2019-03-21,Serge,"""Chat! I put all my torches back into the PIG SHEEP!"""
826,2019-03-21,Serge,"""Hello. Boop! I booped you."""
827,2019-03-21,Serge,"""Uh. That's my skin."""
829,2019-03-22,Serge,"""Oh. Awkward. Well, there's a buncha blood now!"""
830,2019-03-24,Serge,"""...let's just buy a bunch of helicopters."""
831,2019-03-25,Serge,"""I've got a tape measure in my brain. Checkmate, Uno."""
833,2019-03-25,"Serge, *Chat stares back from the void.*","""Why did I DOUBT myself, Chat?!"""
835,2019-03-26,Serge,"""Is that a round number? 'Cuz I love round numbers."""
836,2019-03-26,Serge,"""Shh... don't tell James he was right..."""
837,2019-03-26,Serge,"""The water turns into blood for Creepy Doll."""
838,2019-03-26,Serge,"""Turns out very similar IQ's, birds and I."""
839,2019-03-27,Serge,"""No! There were bears! What are the chances there were *bears*!?"""
840,2019-03-27,Serge,"""We're going to punch the bears. What's the worst that could happen?"""
841,2019-03-27,Serge,"""And now: *squeak*"""
842,2019-03-27,Serge,"""I mean, propaganda seems good..."""
843,2019-03-28,Serge,"""So I had to go into a panic and destroy everything."""
844,2019-03-28,Serge,"""Ben Wheeler if you're watching, I love you."""
845,2019-03-28,Serge,"""I should probably get up and stretch my eyes or whatever it is that humans do"""
847,2019-03-28,Serge,"""Good dog chat."""
848,2019-03-28,Serge,"""No, don't put the glitter on the doggo!"""
849,2019-03-30,Serge,"""Right. Whatever. Let's put these people to work; they'll be happier."""
850,2019-03-30,Serge,"""Cold at food, bad home!"""
851,2019-03-30,Serge,"""Boiler-bot Bevins, bouncin' about. How's *that* for alliteration, chat?"""
853,2019-03-30,Serge,"""Looks like *we* need a happy little blast o' propaganda!"""
854,2019-03-30,Serge,"""Why is it going down, why is it estimating that we all die?"""
855,2019-03-30,Serge,"""Go to your homes my poor idiot children!"""
856,2019-03-30,Serge,"""The sick people are dropping like flies...in a good way."""
857,2019-03-31,Serge,"""Welcome to stupidity."""
858,2019-03-31,Serge,"""What happens if you eat raw meat? Is it bad?"""
859,2019-03-31,Serge,"""I challenge you to produce *FIRE*!"""
860,2019-03-31,Serge,"""I've got punch on the brain right now"""
861,2019-03-31,Serge,"""Oh we found STONE! Suck it TURNER!"""
862,2019-03-31,Serge,"""...Dammit I fell in the Shame Hole."""
863,2019-03-31,Serge,"""This is a mod of Viscera Cleanup Detail where people were just bad at Tetris."""
864,2019-03-31,Serge,"""Actually, I *do* have beef with James!"""
865,2019-03-31,Serge,"""We got Texas barbecue, we got Carolina barbecue, and, my personal favourite, Arizona barbecue, says sw- *NO!*"""
866,2019-03-31,Serge,"""My precious Idiot Friend James"""
867,2019-03-31,Serge,"""It wasn't brave. I'm just dumb, sometimes..."""
868,2019-03-31,Serge,"""Sometimes the chunk punches back..."""
869,2019-03-31,Serge,"""I've obviously given the mods too much power."""
870,2019-04-01,Serge,"""I'm covered in Tim Tam. Hot, liquid Tim Tam."""
871,2019-04-01,Serge,"""I didn't know the 'slam' was due to urgency"""
872,2019-04-01,Serge,"""god that looks so good! No! NOOO!"""
873,2019-04-01,Serge,"""Your dog is proud of you."""
874,2019-04-01,Serge,"""It's vital for my safety that Uno doesn't know he was right"""
875,2019-04-01,Serge,"""You gotta love that we're *so* wealthy."""
877,2019-04-02,Serge,"""I don't know what James's problem is."""
878,2019-04-02,Serge,"""Five, four, three, two, one... noooooooo!"""
879,2019-04-02,Serge,"""A-ha! I'm a wizard, now!"""
880,2019-04-02,"Serge, in a moment of worldly enlightenment","""I'd rather have dirt than diamonds."""
881,2019-04-03,Serge,"""Reduced salary expectations, will work for Peanuts. Sounds like one of my MODS!"""
882,2019-04-03,Serge,"""Assuming my mods have legs is bold."""
883,2019-04-03,Serge,"""Why can't you fight ghosts, Uno?"""
884,2019-04-03,Serge,"""Uno, what do I even pay you for?"""
885,2019-04-03,Serge,"""I would describe Dix as Unahappy, Energized and Cheap! SURE!"""
886,2019-04-03,Serge,"""Noo! My sofas!"""
887,2019-04-03,Serge,"""It's only money."""
888,2019-04-03,Serge,"""That's a butt!"""
889,2019-04-03,Serge,"""I don't actually love that murder hallway."""
890,2019-04-03,Serge,"""Do we care about attractiveness? Maybe."""
891,2019-04-03,Serge,"""Everything is lukewarm."""
892,2019-04-03,Serge,"""Turns out my doctors are thirstier than most people."""
893,2019-04-03,Serge,"""I'm glad PharmacistJudge wasn't here to see this."""
894,2019-04-03,Serge,"""TQ's biggest complaint....Too Thirsty."""
895,2019-04-03,Serge,"""The fern, I believe, is more important than our toilet."""
896,2019-04-04,Serge,"""Elves want to collect our garbage."""
897,2019-04-04,Serge,"""I'm gonna pass the blame onto chat."""
898,2019-04-04,Serge,"""I hate it when James is right!"""
899,2019-04-04,Serge,"""One of these gates is made of pain."""
900,2019-04-04,Serge,"""Oh no! TQ got her mojo back! We're doomed!"""
901,2019-04-04,Serge,"""Teeth. Where're the teeth at? Teeth!"""
902,2019-04-04,Serge,"""Now remember chat, if anyone ever asks, Uno is the best."""
903,2019-04-06,Serge,"""Why is there a helicopter!?"""
904,2019-04-06,Serge,"""Yeah right right right, we don't always want to kill people."""
905,2019-04-06,Serge,"""I'm going to give my mods the greatest gift I've ever given them, short of asking them to work for free."""
906,2019-04-06,Serge,"""Does your *face* go in a sling?"""
907,2019-04-06,Serge,"""Wait, that's butts."""
908,2019-04-06,serge,"""I Didn't kill them! DIX killed them!"""
909,2019-04-06,Serge,"""There's an earthquake, and Uno ran to the toilet."""
910,2019-04-06,Serge,"""Oh no! The clowns are here!"""
911,2019-04-07,Serge,"""We're already better than James."""
912,2019-04-07,Serge's Dad,"""If we name our son Fabio... he's going to die."""
913,2019-04-08,Serge,"""Now the chat is just full of Alfs..."""
914,2019-04-08,Serge,"""I'm an egoist."""
918,2019-04-09,Serge,"""Why wouldn't you just make ten louder?"""
919,2019-04-09,Serge,"""Nothing like scarring the land to these peaceful beats, eh, chat?"""
920,2019-04-10,Serge,"""Fountains don't like each other."""
921,2019-04-10,Serge,"""I can boop. Booping is the best."""
922,2019-04-10,Serge,"""You mean the Trogdelights deliberately try to make the streamer suffer?!"""
923,2019-04-10,"Serge, on his birthday","""Let's get our drank on."""
